person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P369,1,2020-01-15T03:57:55,Set up version; encountered laptop; shipped dashboard. Pressure is noticeable but still under control.,0.387,technology_tools,
P369,2,2020-01-20T06:49:14,I feel networking and enjoy club; when tired I lean toward outgoing. Team support is strong and communication is clear.,0.377,sociability,
P369,3,2020-01-20T14:11:04,Time to nap and fully rest. Deadlines are stacking up; I'm pacing myself.,0.41,recovery_holidays,
P369,4,2020-01-22T01:38:53,"My social energy is warm; I like mingling, though I drift into gathering. Burnout is spiking; I can't keep up.",0.429,sociability,
P369,5,2020-01-22T10:42:56,"My social energy is teamwork; I like welcoming, though I drift into companionship. Deadlines are stacking up; I'm pacing myself. Struggling to concentrate; tasks feel impossible.",0.407,sociability,
P369,6,2020-02-21T20:32:51,Today involved daycare; later playdate; some parentteacher as well. Confidence is high and tasks are clear. Some tasks are dragging and I'm a bit distracted.,0.532,caregiving_parenting,
P369,7,2020-02-28T08:02:54,Personal update: relocation and dealing with newbaby while planning for anniversary. Deadlines are stacking up; I'm pacing myself. Workload is crushing and sleep is awful.,0.502,personal_events,onboarding
P369,8,2020-03-06T02:01:20,Facing rent and planning around withholding with deduction. Feeling cynical and detached from work.,0.569,financial_stress_budgeting,
P369,9,2020-03-10T03:29:16,"We reviewed mortgage, adjusted for mortgage, and watched rent. I feel balanced and productive.",0.358,financial_stress_budgeting,
P369,10,2020-04-03T23:24:57,Noticed bloated and episodes of sorethroat alongside energized. Confidence is high and tasks are clear. Progress is okay but I'm juggling competing priorities.,0.398,physiological_state,
P369,11,2020-04-07T20:49:13,"Body check: sorethroat today, dealing with feverish and strong. Exhausted and overwhelmed by deadlines.",0.488,physiological_state,
P369,12,2020-04-10T06:45:15,"I feel cozy and enjoy club; when tired I lean toward affiliation. Stressed, irritable, and falling behind. Team support is strong and communication is clear.",0.453,sociability,
P369,13,2020-04-24T12:10:16,Time to reset and fully break. I'm coping but it's getting hectic. Sleep wasn't perfect and focus came in waves.,0.397,recovery_holidays,
P369,14,2020-05-10T22:18:33,During meetings I am vocal; sometimes introduce; working toward moderate. Struggling to concentrate; tasks feel impossible.,0.4,social_boldness,
P369,15,2020-05-21T12:26:08,We had timetable and traffic; the ride slowed everything. Sleep wasn't perfect and focus came in waves.,0.437,commute_transportation,
P369,16,2020-05-30T07:52:34,"Socially I act organize, occasionally debate, trying to remain assertive. Motivated about current projects and goals. Pressure is noticeable but still under control.",0.361,social_boldness,
P369,17,2020-06-29T03:32:42,Creative time included cooking plus drawing and poetry. I took breaks and my sleep was solid last night.,0.454,hobbies_creativity,
P369,18,2020-07-10T13:50:47,Personal update: relationshipstarted and dealing with promotion while planning for illnessinfamily. Motivated about current projects and goals. Feeling focused and energized today.,0.42,personal_events,internship
P369,19,2020-07-23T05:17:55,Most days I feel upbeat; sometimes I slip into spark before returning to eager. Feeling cynical and detached from work.,0.484,liveliness,
P369,20,2020-08-05T21:13:16,Time to respite and fully downtime. Exhausted and overwhelmed by deadlines.,0.505,recovery_holidays,
P369,21,2020-08-09T06:28:18,Day to day I am warm; I seek smalltalk; sometimes I prefer gathering. Confidence is high and tasks are clear. Pressure is noticeable but still under control.,0.548,sociability,
P369,22,2020-08-17T01:00:11,Another timepressure means more workload and overwhelm. Pressure is noticeable but still under control. Feeling focused and energized today.,0.493,workload_burnout,
P369,23,2020-08-20T15:38:16,"I practiced sketch, tried music, and explored poetry. I'm coping but it's getting hectic. Sleep wasn't perfect and focus came in waves.",0.356,hobbies_creativity,
P369,24,2020-10-06T21:41:05,We organized a hangout; there was meetup and later host. Struggling to concentrate; tasks feel impossible. Struggling to concentrate; tasks feel impossible.,0.397,social_events,
P369,25,2020-10-07T00:13:07,I plan a pause to finally vacation. Motivated about current projects and goals. Feeling focused and energized today.,0.446,recovery_holidays,
P369,26,2020-10-13T06:40:41,"My social energy is outgoing; I like friendly, though I drift into welcoming. Today felt efficient with minimal distractions.",0.455,sociability,
P369,27,2020-10-22T03:51:35,I have a promotion and got a crosstrain following a offboarding. Back-to-back demands with no recovery time. Workload feels manageable and I made good progress.,0.408,work_changes,
P369,28,2020-11-13T16:57:59,Home update: landlord and power with notes about yardwork. I'm coping but it's getting hectic. Feeling cynical and detached from work.,0.52,housing_home_projects,
P369,29,2020-11-17T01:17:08,Work update: crosstrain with a appraisal after the crosstrain. Motivated about current projects and goals. Feeling focused and energized today.,0.463,work_changes,
P369,30,2020-11-27T10:56:30,I have a reassignment and got a onboarding following a training. Workload is crushing and sleep is awful. Feeling cynical and detached from work.,0.409,work_changes,
P369,31,2020-11-30T22:08:03,During meetings I am unassertive; sometimes debate; working toward decisive. Workload feels manageable and I made good progress.,0.36,social_boldness,
