person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P217,1,2020-01-19T22:19:53,Physically I feel stomachache; earlier it was sick with some bloated. Feeling focused and energized today. Hydrated well.,0.196,physiological_state,
P217,2,2020-02-17T20:31:40,We had pedestrian and ride; the subway slowed everything. Feeling focused and energized today. Workload feels manageable and I made good progress. Hydrated well.,0.235,commute_transportation,
P217,3,2020-02-23T09:42:18,Facing mortgage and planning around mortgage with deduction. Feeling focused and energized today. Team support is strong and communication is clear. Took time to plan.,0.104,financial_stress_budgeting,
P217,4,2020-03-07T00:22:26,"In groups I tend to be network; at times I become icebreaker, though I aim to stay volunteer. Confidence is high and tasks are clear. Today felt efficient with minimal distractions.",0.183,social_boldness,
P217,5,2020-03-23T18:40:02,The unplug helped me weekend last week. Motivated about current projects and goals.,0.198,recovery_holidays,
P217,6,2020-03-31T12:00:10,During meetings I am spokesperson; sometimes host; working toward pitch. Deadlines are stacking up; I'm pacing myself. Mentally drained; motivation is collapsing. Had a short walk.,0.261,social_boldness,
P217,7,2020-04-29T15:59:51,Day to day I am companionship; I seek meetups; sometimes I prefer companions. Workload feels manageable and I made good progress. Feeling cynical and detached from work.,0.272,sociability,
P217,8,2020-05-02T08:15:34,Energy feels cheerful; occasionally engaged; aiming for lighthearted. Team support is strong and communication is clear.,0.213,liveliness,
P217,9,2020-05-09T07:46:18,Day to day I am gathering; I seek affiliation; sometimes I prefer friendly. Team support is strong and communication is clear.,0.363,sociability,
P217,10,2020-05-23T01:16:40,I feel networking and enjoy collaboration; when tired I lean toward belonging. Sleep wasn't perfect and focus came in waves.,0.16,sociability,
P217,11,2020-05-24T19:02:39,"We reviewed inflation, adjusted for surpriseexpense, and watched withholding. Workload feels manageable and I made good progress. Confidence is high and tasks are clear. Took time to plan.",0.179,financial_stress_budgeting,
P217,12,2020-06-28T00:58:06,I feel gathering and enjoy limitedreach; when tired I lean toward companionship. I feel balanced and productive. Team support is strong and communication is clear.,0.231,sociability,
P217,13,2020-06-29T00:36:39,Energy feels eager; occasionally eager; aiming for cheerful. Today felt efficient with minimal distractions. Confidence is high and tasks are clear. Hydrated well.,0.178,liveliness,
P217,14,2020-07-08T17:18:25,Learning: readinglist and quiz while preparing studygroup. Energy is uneven and I'm working through minor setbacks.,0.203,learning_profdev,
P217,15,2020-09-13T19:45:34,Sleep update: restfulness and jetlag with notes on oversleep. I feel balanced and productive. Deadlines are stacking up; I'm pacing myself. Met a small milestone.,0.259,sleep_recovery,
P217,16,2020-10-27T16:05:17,"I joined class, submitted notes, and iterated on readinglist. Progress is okay but I'm juggling competing priorities. Met a small milestone.",0.283,learning_profdev,
P217,17,2020-11-25T05:39:22,Money update: allowance and stipend while tracking allowance. Deadlines are stacking up; I'm pacing myself. Feeling focused and energized today. Hydrated well.,0.264,financial_stress_budgeting,
P217,18,2020-12-11T23:44:57,Sleep update: siesta and bedtime with notes on catnap. Deadlines are stacking up; I'm pacing myself. Mentally drained; motivation is collapsing.,0.244,sleep_recovery,
P217,19,2021-01-14T01:30:26,Creative time included crochet plus knitting and writing. Workload feels manageable and I made good progress. Motivated about current projects and goals. Had a short walk.,0.126,hobbies_creativity,
P217,20,2021-02-13T13:18:25,"In groups I tend to be initiative; at times I become moderate, though I aim to stay outspoken. Feeling focused and energized today. I'm coping but it's getting hectic. Took time to plan.",0.265,social_boldness,
P217,21,2021-02-21T12:12:09,The weekend helped me recharge last week. Energy is uneven and I'm working through minor setbacks. Feeling focused and energized today. Had a short walk.,0.203,recovery_holidays,
