person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P100,1,2020-01-04T19:57:27,Another spiral means more depletion and strain. Pressure is noticeable but still under control.,0.533,workload_burnout,
P100,2,2020-01-05T05:18:12,The labresults led to physical; monitoring prognosis. Pressure is noticeable but still under control. Energy is uneven and I'm working through minor setbacks.,0.424,medical_wellbeing,
P100,3,2020-01-09T00:25:00,Home update: maintenance and yardwork with notes about mailbox. Exhausted and overwhelmed by deadlines. Feeling focused and energized today.,0.447,housing_home_projects,
P100,4,2020-01-12T14:41:09,Facing cashflow and planning around overdraft with mortgage. Team support is strong and communication is clear.,0.356,financial_stress_budgeting,
P100,5,2020-01-20T22:18:50,"For fun: pottery and oilpaint, experimenting with watercolor. Energy is uneven and I'm working through minor setbacks. Exhausted and overwhelmed by deadlines.",0.469,hobbies_creativity,
P100,6,2020-01-21T17:38:14,Health update: physical and vaccination with notes about physical. Team support is strong and communication is clear.,0.545,medical_wellbeing,
P100,7,2020-03-02T22:38:42,Most days I feel bubbly; sometimes I slip into jaunty before returning to bubbly. Deadlines are stacking up; I'm pacing myself.,0.385,liveliness,
P100,8,2020-03-06T21:49:40,"Time to recharge and fully reset. Feeling focused and energized today. Stressed, irritable, and falling behind.",0.353,recovery_holidays,
P100,9,2020-03-16T02:49:53,Noticed bloated and episodes of stomachache alongside fatigue. Team support is strong and communication is clear.,0.458,physiological_state,
P100,10,2020-03-29T02:50:55,I feel adequate about myself; sometimes appreciated; overall aiming to stay worthwhile. I'm coping but it's getting hectic. Workload is crushing and sleep is awful.,0.435,social_self_esteem,
P100,11,2020-03-30T04:59:42,"For fun: oilpaint and gaming, experimenting with gardening. Exhausted and overwhelmed by deadlines.",0.444,hobbies_creativity,
P100,12,2020-03-30T11:08:57,"My mood is positive, with periods of lively; I try to keep things eager. Team support is strong and communication is clear.",0.385,liveliness,
P100,13,2020-04-01T06:55:18,Time to recover and fully break. Feeling focused and energized today. Exhausted and overwhelmed by deadlines.,0.399,recovery_holidays,
P100,14,2020-04-01T23:59:40,Money update: bills and overdraft while tracking loan. Exhausted and overwhelmed by deadlines.,0.494,financial_stress_budgeting,
P100,15,2020-04-02T13:26:27,Day to day I am gregarious; I seek companions; sometimes I prefer sociable. Deadlines are stacking up; I'm pacing myself. I feel balanced and productive.,0.403,sociability,
P100,16,2020-04-06T05:27:38,Day to day I am friendly; I seek approachable; sometimes I prefer affiliation. Progress is okay but I'm juggling competing priorities. Motivated about current projects and goals.,0.428,sociability,
P100,17,2020-04-10T09:30:54,Most days I feel upbeat; sometimes I slip into lively before returning to highenergy. Energy is uneven and I'm working through minor setbacks.,0.431,liveliness,
P100,18,2020-04-21T17:01:05,"We handled monitoring, then hotspot, followed by script. Sleep wasn't perfect and focus came in waves. Struggling to concentrate; tasks feel impossible.",0.394,technology_tools,
P100,19,2020-04-30T13:45:02,I plan a relaxation to finally rest. Mentally drained; motivation is collapsing.,0.386,recovery_holidays,
P100,20,2020-05-09T21:10:54,"My social energy is networking; I like affiliation, though I drift into collaboration. Back-to-back demands with no recovery time. Burnout is spiking; I can't keep up.",0.437,sociability,
P100,21,2020-05-14T16:01:48,I feel overtime after constant overwhelm and pressure. Motivated about current projects and goals.,0.51,workload_burnout,
P100,22,2020-05-18T15:11:44,"We studied project, practiced poster, and presented workshop. Back-to-back demands with no recovery time.",0.404,learning_profdev,
P100,23,2020-05-30T20:15:37,"My mood is zestful, with periods of animated; I try to keep things sunny. Pressure is noticeable but still under control.",0.365,liveliness,
P100,24,2020-06-17T21:40:26,"Had a party with friends and a conversation; it led to reunion. Stressed, irritable, and falling behind. Mentally drained; motivation is collapsing.",0.584,social_events,
P100,25,2020-07-11T15:07:15,Time to recreation and fully relaxation. I took breaks and my sleep was solid last night.,0.408,recovery_holidays,
P100,26,2020-07-15T13:39:12,"I practiced journaling, tried writing, and explored gardening. Stressed, irritable, and falling behind. I'm coping but it's getting hectic.",0.522,hobbies_creativity,
P100,27,2020-07-16T00:51:38,Time to getaway and fully break. Sleep wasn't perfect and focus came in waves.,0.37,recovery_holidays,
P100,28,2020-07-16T18:30:10,"Parenting: aftercare plus playdate, and we handled dropoff. Mentally drained; motivation is collapsing.",0.42,caregiving_parenting,
P100,29,2020-07-19T06:53:20,"We reviewed rent, adjusted for cashflow, and watched emergencyfund. Workload feels manageable and I made good progress. Confidence is high and tasks are clear.",0.467,financial_stress_budgeting,
P100,30,2020-07-19T18:29:30,The latenight and pressure make me weariness. Struggling to concentrate; tasks feel impossible.,0.446,workload_burnout,
P100,31,2020-08-04T03:22:13,"I prepped dessert, cut back on tea, added produce. Team support is strong and communication is clear. Met a small milestone.",0.342,nutrition_diet,
P100,32,2020-08-05T21:58:13,"In groups I tend to be firstmove; at times I become initiative, though I aim to stay initiative. Stressed, irritable, and falling behind. Deadlines are stacking up; I'm pacing myself.",0.474,social_boldness,
P100,33,2020-08-13T09:47:25,Meals were coffee; cravings for coffee; tracked dessert. Struggling to concentrate; tasks feel impossible.,0.41,nutrition_diet,
P100,34,2020-08-13T21:23:38,Time to vacation and fully retreat. Back-to-back demands with no recovery time. Team support is strong and communication is clear.,0.423,recovery_holidays,
P100,35,2020-08-22T14:51:45,"We reviewed withholding, adjusted for latefee, and watched rent. Back-to-back demands with no recovery time.",0.472,financial_stress_budgeting,
P100,36,2020-08-23T18:30:28,"Lately my selfview is supported, with moments of confident, moving toward capable. Energy is uneven and I'm working through minor setbacks. Mentally drained; motivation is collapsing.",0.515,social_self_esteem,
P100,37,2020-08-31T22:31:24,Most days I feel zestful; sometimes I slip into eager before returning to spry. Feeling focused and energized today. Today felt efficient with minimal distractions.,0.369,liveliness,
P100,38,2020-09-04T15:49:19,The holiday helped me recharge last week. I feel balanced and productive. I'm coping but it's getting hectic.,0.421,recovery_holidays,
P100,39,2020-09-17T04:47:00,"Working on jetlag, avoiding routine, aiming for bedtime. Stressed, irritable, and falling behind.",0.531,sleep_recovery,
