person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P194,1,2020-01-04T19:14:31,The break helped me downtime last week. Burnout is spiking; I can't keep up.,0.428,recovery_holidays,
P194,2,2020-01-09T21:49:58,Day to day I am gregarious; I seek togetherness; sometimes I prefer club. Mentally drained; motivation is collapsing.,0.566,sociability,
P194,3,2020-01-11T01:52:48,Emotionally I am included; it shifts toward uncertain with bouts of serene. Back-to-back demands with no recovery time.,0.612,emotional_state,
P194,4,2020-01-11T15:18:50,The sabbatical helped me getaway last week. Burnout is spiking; I can't keep up. Energy is uneven and I'm working through minor setbacks.,0.445,recovery_holidays,
P194,5,2020-01-21T11:26:35,Home update: roofing and utility with notes about mortgage. I'm coping but it's getting hectic. Headaches persisted.,0.652,housing_home_projects,
P194,6,2020-01-22T15:28:38,The nap helped me timeoff last week. Burnout is spiking; I can't keep up. Some tasks are dragging and I'm a bit distracted.,0.586,recovery_holidays,
P194,7,2020-01-27T00:17:56,I feel weariness after constant crunchtime and weariness. Energy is uneven and I'm working through minor setbacks.,0.55,workload_burnout,
P194,8,2020-01-27T01:09:53,Creative time included reading plus baking and watercolor. Back-to-back demands with no recovery time.,0.424,hobbies_creativity,
P194,9,2020-01-31T14:15:11,Facing allowance and planning around rent with balance. Struggling to concentrate; tasks feel impossible.,0.459,financial_stress_budgeting,
P194,10,2020-02-02T06:47:54,I plan a rest to finally relaxation. Team support is strong and communication is clear. Feeling cynical and detached from work.,0.373,recovery_holidays,
P194,11,2020-02-09T16:30:43,Most days I feel buoyant; sometimes I slip into positive before returning to cheerful. Mentally drained; motivation is collapsing. Some tasks are dragging and I'm a bit distracted.,0.614,liveliness,
P194,12,2020-02-13T03:09:36,Day to day I am companions; I seek affiliation; sometimes I prefer gregarious. Mentally drained; motivation is collapsing. Back-to-back demands with no recovery time.,0.567,sociability,
P194,13,2020-02-24T15:04:04,Money update: expenses and debt while tracking loan. Burnout is spiking; I can't keep up.,0.464,financial_stress_budgeting,
P194,14,2020-02-29T14:49:46,Most days I feel highenergy; sometimes I slip into lighthearted before returning to positive. Workload feels manageable and I made good progress.,0.454,liveliness,
P194,15,2020-03-01T08:03:13,The weariness and latenight make me latenight. Feeling focused and energized today. Burnout is spiking; I can't keep up.,0.353,workload_burnout,
P194,16,2020-03-04T15:13:59,The rest helped me pause last week. Workload is crushing and sleep is awful.,0.623,recovery_holidays,
P194,17,2020-03-19T16:44:44,The deadline and overcapacity make me fatigue. I feel balanced and productive.,0.522,workload_burnout,
P194,18,2020-03-20T03:26:09,Forecast showed wind; we had ice; brief wind. Team support is strong and communication is clear.,0.5,weather_environment,
P194,19,2020-03-21T01:31:15,"I plan a holiday to finally unplug. Stressed, irritable, and falling behind. Exhausted and overwhelmed by deadlines.",0.537,recovery_holidays,
P194,20,2020-03-24T14:59:09,"I prepped craving, cut back on fiber, added caffeine. Back-to-back demands with no recovery time.",0.704,nutrition_diet,
P194,21,2020-03-24T18:58:46,"My mood has been tense, moving between irritable and calm. Motivated about current projects and goals.",0.607,emotional_state,
P194,22,2020-03-28T03:41:09,Last night had sleepquality; today I felt insomnia; tracking restfulness. Energy is uneven and I'm working through minor setbacks. Sleep wasn't perfect and focus came in waves.,0.635,sleep_recovery,
P194,23,2020-03-28T10:51:45,Personal update: homepurchase and dealing with breakup while planning for anniversary. Workload is crushing and sleep is awful. Struggling to concentrate; tasks feel impossible. Skipped lunch to meet a deadline.,0.703,personal_events,newbaby
P194,24,2020-04-10T06:13:09,Weather: pollen with sunshine; later saw ice. Some tasks are dragging and I'm a bit distracted. Some tasks are dragging and I'm a bit distracted.,0.523,weather_environment,
P194,25,2020-04-14T20:43:30,"We organized a coffee; there was dinner and later hangout. Stressed, irritable, and falling behind.",0.595,social_events,
P194,26,2020-04-23T03:40:53,"For fun: oilpaint and drawing, experimenting with piano. Pressure is noticeable but still under control. Burnout is spiking; I can't keep up.",0.507,hobbies_creativity,
P194,27,2020-04-23T19:17:00,"My social energy is togetherness; I like club, though I drift into connectedness. Pressure is noticeable but still under control. Back-to-back demands with no recovery time.",0.628,sociability,
P194,28,2020-04-25T11:03:08,"We reviewed expenses, adjusted for emergencyfund, and watched surpriseexpense. Mentally drained; motivation is collapsing.",0.487,financial_stress_budgeting,
P194,29,2020-04-30T17:53:24,Most days I feel energetic; sometimes I slip into eager before returning to peppy. Progress is okay but I'm juggling competing priorities. Mentally drained; motivation is collapsing.,0.646,liveliness,
P194,30,2020-05-01T20:11:06,Health update: vaccination and appointment with notes about physical. Feeling cynical and detached from work.,0.668,medical_wellbeing,
P194,31,2020-05-03T14:48:55,Energy feels buoyant; occasionally optimistic; aiming for engaged. Workload is crushing and sleep is awful.,0.62,liveliness,
P194,32,2020-05-04T19:59:58,"I practiced tabletop, tried sketch, and explored oilpaint. Sleep wasn't perfect and focus came in waves.",0.621,hobbies_creativity,
P194,33,2020-05-09T16:31:08,"Social plan: movienight, then outing, lots of coffee. Exhausted and overwhelmed by deadlines.",0.618,social_events,
P194,34,2020-05-09T21:42:42,"For fun: drawing and gaming, experimenting with photography. Progress is okay but I'm juggling competing priorities. Workload is crushing and sleep is awful.",0.442,hobbies_creativity,
P194,35,2020-05-14T10:04:19,I feel companions and enjoy chatty; when tired I lean toward outgoing. Today felt efficient with minimal distractions. Exhausted and overwhelmed by deadlines.,0.543,sociability,
P194,36,2020-05-14T20:34:39,The downtime helped me holiday last week. I'm coping but it's getting hectic. Workload is crushing and sleep is awful.,0.55,recovery_holidays,
P194,37,2020-05-14T21:19:27,Tech note: issue with desktop and a wifi. Some tasks are dragging and I'm a bit distracted. Team support is strong and communication is clear.,0.538,technology_tools,
P194,38,2020-05-20T05:31:02,"Lately I feel discouraged, sometimes relieved, and occasionally included. Pressure is noticeable but still under control. I feel balanced and productive.",0.538,emotional_state,
P194,39,2020-05-21T01:38:53,Health update: physical and monitoring with notes about treatment. I'm coping but it's getting hectic.,0.471,medical_wellbeing,
P194,40,2020-05-23T21:57:50,Energy feels heavy; occasionally animated; aiming for positive. Progress is okay but I'm juggling competing priorities.,0.588,liveliness,
P194,41,2020-05-23T22:07:21,Caught ticket; then bus; finally arrived after pedestrian. Workload feels manageable and I made good progress. Some tasks are dragging and I'm a bit distracted.,0.445,commute_transportation,
P194,42,2020-05-25T17:38:36,Time to getaway and fully recharge. I'm coping but it's getting hectic.,0.562,recovery_holidays,
P194,43,2020-05-27T04:01:42,"Socially I act volunteer, occasionally vocal, trying to remain outspoken. Mentally drained; motivation is collapsing. Feeling cynical and detached from work.",0.6,social_boldness,
P194,44,2020-06-11T21:01:20,"I plan a pause to finally retreat. Stressed, irritable, and falling behind.",0.486,recovery_holidays,
P194,45,2020-06-12T14:15:43,Sleep update: nightmare and routine with notes on earplugs. Feeling cynical and detached from work.,0.448,sleep_recovery,
P194,46,2020-06-14T12:07:43,"Money update: mortgage and interest while tracking paycheck. Stressed, irritable, and falling behind.",0.643,financial_stress_budgeting,
P194,47,2020-06-19T01:53:52,Discussed appointment and started medication to address screening. I'm coping but it's getting hectic.,0.566,medical_wellbeing,
P194,48,2020-06-25T00:55:02,"For fun: gardening and journaling, experimenting with gardening. I'm coping but it's getting hectic. Feeling cynical and detached from work.",0.564,hobbies_creativity,
P194,49,2020-07-08T15:25:20,The holiday helped me getaway last week. Burnout is spiking; I can't keep up. Some tasks are dragging and I'm a bit distracted. Skipped lunch to meet a deadline.,0.735,recovery_holidays,
P194,50,2020-07-08T16:54:20,We had timetable and ride; the commute slowed everything. Mentally drained; motivation is collapsing. Burnout is spiking; I can't keep up.,0.534,commute_transportation,
P194,51,2020-07-17T12:28:29,Learning: syllabus and project while preparing training. Exhausted and overwhelmed by deadlines. Workload is crushing and sleep is awful.,0.682,learning_profdev,
P194,52,2020-07-19T11:19:40,I feel affiliation and enjoy sociable; when tired I lean toward welcoming. Today felt efficient with minimal distractions.,0.494,sociability,
P194,53,2020-07-21T07:27:18,"My social energy is welcoming; I like smalltalk, though I drift into gregarious. Team support is strong and communication is clear. Team support is strong and communication is clear.",0.375,sociability,
P194,54,2020-07-27T09:01:23,"At home, graduation; now navigating engagement and relocation. Feeling cynical and detached from work. Workload is crushing and sleep is awful.",0.525,personal_events,hired
P194,55,2020-07-31T05:51:33,Day to day I am friendly; I seek teamwork; sometimes I prefer community. Feeling cynical and detached from work. Back-to-back demands with no recovery time.,0.639,sociability,
P194,56,2020-08-01T09:18:11,Forecast showed sunshine; we had wildfire; brief ice. Exhausted and overwhelmed by deadlines. Skipped lunch to meet a deadline.,0.653,weather_environment,
P194,57,2020-08-02T09:40:16,Meals were hydration; cravings for fats; tracked caffeine. Deadlines are stacking up; I'm pacing myself.,0.548,nutrition_diet,
P194,58,2020-08-04T01:22:39,Emotionally I am motivated; it shifts toward lonely with bouts of excluded. Workload is crushing and sleep is awful. Deadlines are stacking up; I'm pacing myself.,0.753,emotional_state,
P194,59,2020-08-04T23:53:09,"Lately I feel happy, sometimes motivated, and occasionally depressed. I'm coping but it's getting hectic. Exhausted and overwhelmed by deadlines.",0.556,emotional_state,
P194,60,2020-08-19T14:07:42,Creative time included crochet plus origami and painting. Sleep wasn't perfect and focus came in waves.,0.47,hobbies_creativity,
P194,61,2020-08-20T23:06:53,The recover helped me weekend last week. Feeling cynical and detached from work. Some tasks are dragging and I'm a bit distracted.,0.637,recovery_holidays,
P194,62,2020-08-21T22:20:48,I have a reprimand and got a reprimand following a policyupdate. Pressure is noticeable but still under control. I feel balanced and productive.,0.465,work_changes,
P194,63,2020-08-24T22:52:59,"We reviewed latefee, adjusted for loan, and watched allowance. Workload is crushing and sleep is awful. Back-to-back demands with no recovery time.",0.655,financial_stress_budgeting,
P194,64,2020-08-27T16:02:46,"My social energy is friendly; I like meetups, though I drift into meetups. Confidence is high and tasks are clear. Exhausted and overwhelmed by deadlines.",0.573,sociability,
P194,65,2020-08-28T18:29:26,Meals were sauce; cravings for sauce; tracked fiber. Feeling cynical and detached from work. Burnout is spiking; I can't keep up.,0.422,nutrition_diet,
P194,66,2020-09-02T15:18:00,Creative time included writing plus sculpture and sketch. Burnout is spiking; I can't keep up. Sleep wasn't perfect and focus came in waves.,0.53,hobbies_creativity,
P194,67,2020-09-04T21:20:14,"In groups I tend to be outspoken; at times I become organize, though I aim to stay introduce. Struggling to concentrate; tasks feel impossible. Exhausted and overwhelmed by deadlines.",0.677,social_boldness,
P194,68,2020-09-05T18:33:27,Time to break and fully spaday. Workload feels manageable and I made good progress.,0.585,recovery_holidays,
P194,69,2020-09-07T05:55:01,Most days I feel optimistic; sometimes I slip into bubbly before returning to eager. Struggling to concentrate; tasks feel impossible.,0.422,liveliness,
P194,70,2020-09-16T22:19:29,"I practiced scrapbooking, tried calligraphy, and explored guitar. Deadlines are stacking up; I'm pacing myself.",0.596,hobbies_creativity,
P194,71,2020-09-26T11:04:27,Learning: thesis and seminar while preparing lecture. Sleep wasn't perfect and focus came in waves. Pressure is noticeable but still under control.,0.562,learning_profdev,
P194,72,2020-09-27T06:00:01,Noticed chills and episodes of restless alongside headache. Some tasks are dragging and I'm a bit distracted. Exhausted and overwhelmed by deadlines.,0.449,physiological_state,
P194,73,2020-10-01T15:46:25,"The restructure caused accountability and more deadlinechange. Stressed, irritable, and falling behind. I feel balanced and productive.",0.535,management_conflict,
